Artist(s),song,text,Length,emotion,Genre,Album,Release Date,Key,Tempo,Loudness (db),Time signature,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Exercise,Good for Running,Good for Yoga/Stretching,Good for Driving,Good for Social Gatherings,Good for Morning Routine,Similar Artist 1,Similar Song 1,Similarity Score 1,Similar Artist 2,Similar Song 2,Similarity Score 2,Similar Artist 3,Similar Song 3,Similarity Score 3
$uicideboy$,The Crescent Moon and the Rising Sun,"[Intro: 7TH WARD LORD] Ruby da Cherry, yah, yah, yah, yah, ayy Ayy, yuh, uh, ayy  [Verse 1: 7TH WARD LORD] Hailing from the Chopper City, weather leaves you hot and sticky Leopard print, I ain't no kitty, pussyboys can mock, no pity Simmer down, bitch, I'm burnin' up in the ash, don't sift me Yung Mutt in the cut, gotta duck the fifty, been popped twice Fuck a cop, nothin' nice comes from the system's gritty grip I sip the Uzi, face don't look so pretty Bitch, I grip the TEC so loosely, leave you feeling chilly Bitch, I'm from Gentilly Don't want to count a milli', smokin' all my cash in a Philly Kill me, bitch, I will be free in a world where you can't bill me, yuh, uh  [Verse 2: YUNG $CARECROW] Nina Simone up in my ear while I debate to take my life Bunch of voices all I hear, paranoia in my eyes Got them fuckboys in my sight, bits of organs on my knife Mirror image from the tinted that reminds me that I'm Christ, sucka Boogeyman under your covers I hover above the street gutters, no, there ain't another Forever I'm packin' the thunder and snuffer And popping these uppers, I kill for my brothers Welcome to the last supper, thanks for coming Now close the shutters motherfucker, uh",02:27,anger,"hip hop,trap,cloud rap",Grey Sheep,22nd July 2015,G# min,120,-10.24db,4/4,Yes,45,70,72,48,17,7,12,0,0,0,0,0,0,0,0,0,0,1nonly,Liu Kang,0.9846208057399964,Shotgun Willy,So What?,0.9785794566895024,"Wiz Khalifa,Rico Love",Celebrate,0.9721327454145992
$uicideboy$,Germantown,"[Intro: Koopsta Knicca] Smokin' on a junt, with my niggas drinking O.E Stop off, stop off at the liquor store Get some 'yac, and we headed for the indo Smoking, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off at the liquor store Get some 'yac, and we headed for the indo  [Verse 1: HU$TLE GOD] H-S-L be the mafia 18 wheeler, no stopping us Popular in your area Cut these moves marvelous Pardon me, I mean, pardon us Moving deep as a party bus Blowing smoke in your residence Nigga feeling quite excellent Ain't no if I or when I will Take the globe in my second hand Call me Slim Diddy, hustle man Toking and doing the hustle dance Loafin' rarely, that's when I can When I do, I'm relaxin With two soul eaters and half a xan Savor blunts as I plot and shoot You puss [Hook: Koopsta Knicca] Smokin' on a junt, with my niggas drinking O.E Stop off, stop off at the liquor store Get some 'yac, and we headed for the indo Smoking, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off at the liquor store Get some 'yac, and we headed for the indo  [Verse 2: YUNG MUTT] Brrrrat! That's the sound of a gat Spray a chopper, sprayin' Uzis, blocka, blocka Bullets tearin' you just like a sheet of looseleaf Give me the loot, give me the loot, please Give me the paper, bitch, I would rather get it now than later Tired of being broke Skullfuck an alligator, make his scales into a fucking robe If I can't afford it, bitch, I'll make it on my own Fuck a hoe, I ain't got a bone to throw Used to bring a bitch to eat sushi with me Now I'm eating Mikimoto solo All these hoes know not to get in Oddy's snow globe $now Leopard keep it so cold Bitch, I gotta go, hoe, go home, don't call me Money on my mind, make my head so foggy But it could be the weed, regardless Oddy still makin' all these bitches soggy [Hook: Koopsta Knicca] Smokin' on a junt, with my niggas drinking O.E Stop off, stop off at the liquor store Get some 'yac, and we headed for the indo Smoking, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off, smokin' on a junt, with my niggas drinking O.E Stop off at the liquor store Get some 'yac, and we headed for the indo  [Verse 3: YUNG $CARECROW] Smoking, cheifin', I'm that reaper Demon creepin' right beneath you Call me Caesar, *59 leader Beat his head in with the cleaver I got a fever, and my sickness now is rising'quick Breaking the meter body temperature is 666 Straight jacket shawty tryna calm me with a script of meds ""$carecrow, $carecrow, $carecrow!"" All these voices I hear in my head Now cover the bed with bodies and lead $uicide known to be raising the dead Walk in my shed Feeling the dread of staring at hundreds of old severed heads",02:23,joy,"hip hop,trap,cloud rap","Sing Me a Lullaby, My Sweet Temptation",29th July 2022,F min,110,-4.03db,4/4,Yes,62,82,88,33,11,11,3,0,0,0,0,0,0,0,0,0,0,$uicideboy$,Not Much To Look At,0.9999999999999996,$uicideboy$,Lacombe,0.9999999999999996,$uicideboy$,Newport Reds,0.9999999999999996
$uicideboy$,Can of Worms,"[Verse 1: ODDY NUFF DA $NOW LEOPARD] I got a chopper, I got a chopper Ain't helicopter I got some problems, I got some problems Drugs are my solvent, now I'm dissolving All of these bitches, all of these bitches Gonna end up in ditches Fuck with my emotions? Legs are spreadin' open Keep your pussy, ho, and keep your attitude I'mma keep countin' this cash Money so long, I'mma change up my latitude All of these drugs know my gratitude All of these drugs know my gratitude Face a whole blunt, bitch, that's how I go ghost Turn into smoke, perfect for hoes Burnin' gas all alone, I'm never leavin' home Burnin' gas all alone, I'm never leavin' home  [Verse 2: $LICK $LOTH] Asleep on the couch, cigarette in my mouth Drugs in my house I'm lookin' for peace, but I'm scattered beneath what's under my sheets Got them bottles on the table, codeine on the label My life is far from stable Take the gun, then I disable That's one in my temple with no hesitation Don't fuck with them bitches with love situations Fixated on dope, narcotics my salvation I'm tryna get higher and higher and higher So high, that I rise up and reach levitation",01:51,joy,"hip hop,trap,cloud rap",Now the Moon's Rising,20th November 2015,A# Maj,112,-7.68db,4/4,Yes,49,43,67,20,10,11,47,0,0,0,0,0,0,0,0,0,0,"seiji oda,Jake Chapman",​anime shawty,0.9747840634126432,Saviii 3rd,You,0.9520209124358664,BONES,Branches,0.951602731313394
$uicideboy$,Pump Fake,"[Hook: ODDY NUFF DA $NOW LEOPARD] Fuck an introduction, bitch, you already know $uicide death row, ridin' slow-mo in a four Fuck an introduction, bitch, you already know $uicide death row, ridin' slow-mo in a four Fuck an introduction, bitch, you already know $uicide death row, ridin' slow-mo in a four Fuck an introduction, bitch, you already know $uicide death row, ridin' slow-mo in a four  [Verse 1: ODDY NUFF DA $NOW LEOPARD] Ayy, say Say, bitch, who the fuck you think you talking to? Ayy Fuck all y'all rappers I'll slap the shit out of an actor and make him act faster In order to back up the fact that he's fake as fuck I'm flabbergasted, hoe I'm back in action, woah I'm lavish, holes up in my bag of slow More rolled, blow whole O's Oh no, smoke lay low, choke, croak, halo Lazy flow, and still I glow a frozen flame They claim they know my name, but only say it out of range [Hook: ODDY NUFF DA $NOW LEOPARD] Fuck an introduction, bitch, you already know $uicide death row, ridin' slow-mo in a four Fuck an introduction, bitch, you already know $uicide death row, ridin' slow-mo in a four  [Verse 2: LIL CUT THROAT] Fuck an introduction, hoe, you already know I be that skinny white fiend Lil fucking Cut Throat No joke, tiptoe, when I'm creepin' in the fucking dark Move slow, sip mo', every time I pop them bars Wanna go toe to toe? I promise you won't last long Bodies blow, bullets flow, just another sad song Savage with the 'matic, manic, that's an addict All my habits tragic, dirty dancing with the Xanax, yuh  [Hook: ODDY NUFF DA $NOW LEOPARD] Fuck an introduction, bitch, you already know $uicide death row, ridin' slow-mo in a four Fuck an introduction, bitch, you already know $uicide death row, ridin' slow—",02:01,anger,"hip hop,trap,cloud rap",KILL YOURSELF Part XIV: The Vulture Saga,26th May 2017,G# Maj,126,-3.53db,4/4,Yes,44,87,87,62,14,77,2,0,1,0,0,1,0,0,0,0,0,2 LIVE CREW,Dirty Nursery Rhymes,0.9677196903515224,ZillaKami,Hell Hell,0.9641745990552988,ZillaKami,Hello,0.962903312434126
$uicideboy$,April Mourning,"[Verse 1: $CRIM] Blood dripping off my braids Persuade 'em with the blade Bitch, I call a spade a spade There ain't no need for throwing shade You know I keep that contraband $uicide in high demand Keep a hand full of them xans, and a fully loaded mag' Afterlife pimpin', got them rims on a casket Bitches on my mattress, fuck 'em all backwards Walking corpse, stalking courts Show 'em no remorse Corner store, sippin' fours Fresh up off a tour, bitch  [Verse 2: RUBY DA CHERRY] Tulip flower petals shower me in slow motion While I'm blowing on some sour D Fuck an idol, no one towers over me Hopefully, openly talking 'bout all of my emotions Ocean deep, sink into the bottom Opening up all my fucking problems Bitch, I promise I'll become forgotten, rotten Fucking spotted on the concrete Six times three If I was a key on the board, I'd probably be delete or escape Either way, you're pressing me, uh",01:28,sadness,"hip hop,trap,cloud rap",YUNGDEATHLILLIFE,8th May 2015,C Maj,130,-8.52db,4/4,Yes,48,42,59,11,4,34,2,78,0,0,0,0,0,0,0,0,0,Santos Santana,Man Down,0.9780535723686477,Shrimp,U Suck,0.9633132011685716,TWENTYTHREE,A CHANGE OF WEATHER,0.954227617459836
$uicideboy$,Durango 95 A Real Horror Show,"[Intro: Body Snatchers] ""Where you gonna go? Where you gonna run? Where you gonna hide? Nowhere, 'cause there's no one like you left! That's right...""  [Hook: Lil Glock] Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping Glocks, Glocks, Glocks, Glocks Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping Glocks, Glocks, Glocks, Glocks Glocks popping, bustas dropping, niggas duckin' from this shit  [Verse 1: YUNG CHRIST] Evil spirits takin' over, now they runnin' through my head Telling me, ""grip that fucking gun"" Telling me, ""pop that fucking lead"" It's a bird, it's a plane—no, it's Satan in the flesh I'm that dead motherfucker steady smoking on that death Satanic holy ghost, snort that holy dope Infrared scope with that dot right on your throat I'm that $carecrow in the corner, welcome to my crucifixion Graveyard livin', murder itchin', don't be superstitious Demons got my back, I don't even fight it now Black magic, voodoo power $uicide's exciting, now see? [Hook: Lil Glock & YUNG PLAGUE] Glocks popping, bustas dropping Glocks, Glocks, Glocks, Glocks— Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping Glocks, Glocks, Glocks, Glocks— (Fuck rap, and fuck a rapper) Glocks popping, bustas dropping, niggas duckin' from this shit (Lets put 'em all in a fucking hole...)  [Verse 2: YUNG PLAGUE] I'd rather take a nap after I turn a blunt to ash Creeping cracker on the chronic, feelin' like a Velociraptor Pull, pullin' off the patch, but I ain't takin' off the fucking mask Heard 'em gasp, closed their mouth with the fucking gat's blast Can't rap about a fine dime's ass no more G*59 where the beast's signs fine Fuck a feast, I'm fine dying Life gave me lemons, but I want a fucking lime Ain't got the time to die tryin' Bitch, I know I'll die alone Either in a ditch or on a throne Either way, in a pit I'm being thrown Everything is nothing, and I'm fucking decomposed [Outro: Lil Glock] Glocks popping, bustas dropping Glocks, Glocks, Glocks, Glocks— Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping, niggas duckin' from this shit Glocks popping, bustas dropping Glocks, Glocks, Glocks, Glocks—",02:45,anger,"hip hop,trap,cloud rap",KILL YOURSELF Part X: The Resurrection Saga,24th January 2015,D Maj,127,-5.02db,4/4,Yes,52,70,84,36,6,21,2,0,1,0,0,1,0,0,0,0,0,"Twista,Chris Brown",Message To G.O.O.D Music Pusha T Diss,0.984852540726948,"$uicideboy$,Pouya",Out The Mud,0.983545519102354,Lil Loaded,Emotional Killer,0.976473754689312
$uicideboy$,Resin,"[Hook] Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke  [Verse 1: RUBY DA CHERRY] Lungs filled with resin from eleven years of blunt smoke Choke on the kush Now I'm steppin' up to punt hoes to the fucking curb Send her ass back to the 'burbs, what you heard, ho? Ruby the elephant in the room, awkward $now Leopard on the purge, sippin' codeine and surge No limit to my thirst, four O's, four hoes, two styrofoam cups Go on and bury me in the lawn, if you must Crack of fucking dawn, hand rise out the mud Ruby resurrected, time to gas up with Tuss Tusk in my heart from a fucking she-devil Bitch, I settle for the metal pressed against my fucking temple, uh Life is a circle, death is eternal Verbally thermal, I'm certainly murdering Earning fees and burning trees Ruby stay draped in purple [Hook] Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke  [Verse 2: $CRIM] Stuff me a cone that's filled up with an eight Percocet, Xanax got me feeling great Coke on the plate, I been up for three days That fucking misfit, bitch, you know what the business Holes in my lungs, I got spots on my kidneys 'Shrooms start to kick in, and I start to trippin' Real life addictions wit' no plans of quittin' Hoes I be diggin' for the day I feel it Me and Ruby cruising on the Ave where the rainfall Twisted motherfucker when I hate When I wait with the motherfuckin' chainsaw Vroom, vroom, vroom! Come at your neck, I'm that vet on the block Clutchin' on the Glock Too cold to be hot, too hot to be broke When broke on that dope, you know how that go  [Outro] Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke, cop the smoke Cop the smoke, cop the smoke...",02:19,joy,"hip hop,trap,cloud rap",Grey Sheep II,25th May 2016,C# Maj,111,-5.86db,4/4,Yes,45,65,82,12,6,25,11,0,0,0,0,0,0,0,0,0,1,Shuki Diamonds,Want Me Live,0.9668921403553388,"Lil Yachty,Skippa Da Flippa",Good Day,0.9548522545531823,"TWENTYTHREE,Istasha,Witchouse 40k",FRIENDS,0.9536711804137604
$uicideboy$,Broken,"[Verse 1: $LICK $LOTH] Look out and it's black outside, overcast with a couple grey skies Shotty blast right through my eyes Broken glass where my dead body lies Goddamn, I hate my fucking life so, so I stay high as a kite, don't Don't strive to do nothing right, disguised in the pale moonlight No price to pay the devil, despite my unsafe levels of toxins I always meddle, just lay me down in my grave $uicide, no escape And it seems I'm goin' insane When you start to look forward to pain  [Bridge] Help, help—!  [Verse 2: RUBY DA CHERRY] All I really want is a blunt, light it with the punk See the fireworks burst, sunk right back in the funk See me try and work something, dump me in the fucking trunk Every time I fail, I feel stale, I wanna kick the pail I wanna find a trail so I can build a motherfucking rail Fell into a fucking hole, it happened about a month ago It lingered for a month or so, and now I know that I am broke I am broke, I am broken again [Outro] Help, help—!",02:18,sadness,"hip hop,trap,cloud rap",I No Longer Fear the Razor Guarding My Heel,1st August 2015,A Maj,132,-7db,4/4,Yes,57,78,76,64,8,28,7,0,1,0,0,1,0,0,0,0,0,$uicideboy$,I Will Celebrate for Stepping on Broken Glass and Slipping on Stomach Soaked Floors,0.9999999999999998,$uicideboy$,Soaked,0.9999999999999998,$uicideboy$,I Will Celebrate for Stepping on Broken Glass and Slipping on Stomach Soaked Floors Original,0.9999999999999998
$uicideboy$,Fuck Boy Blood Bath,"[Intro: Playa Posse] Sucka busta, fuck that bitch, riding with some mindless trick On my P's and Q's, I refuse to be broke as shit Sucka busta, fuck that bitch, riding with some mindless trick On my P's and Q's, I refuse to be broke as shit Sucka busta, fuck that bitch, riding with some mindless trick On my P's and Q's, I refuse to be broke as shit Sucka busta, fuck that bitch, riding with some mindless trick On my P's and Q's, I refuse to be broke as shit Sucka busta, fuck that bitch, riding with some mindless trick On my P's and Q's, I refuse to be broke as shit Sucka busta, fuck that bitch, riding with some mindless trick On my P's and Q's, I refuse to be broke as shit  [Verse 1: YUNG PLAGUE] Shut the fuck up, bitch, talking shit When the 6-10 splits, get off and take a left on St. Bernard Drive a little bit—then it hits, ""oh shit!"" You just drove down the road to Yung Plague's pit With a pit in the yard Feed you to my dog, then I yawn Bury your bones 'till dawn Mow the lawn to make it seem neat like a bed Bitch, I'll sleep when I'm dead Dreaming while they zipping up the body bag From my fucking feet up to my head [Hook: Playa Posse] Sucka busta, fuck that bitch, riding with some mindless trick On my P's and Q's, I refuse to be broke as shit  [Verse 2: YUNG $CARECROW] Sucka busta, fuck that bitch Ain't got no friends, they all turned snitch Trust no one, they bound to switch Trust no bitch, just give 'em dick Dirty South pimp with the gold on my wrist Empty the clip 'till the chamber go click No faking, no flodgin', my record legit I'm bankin' and dodgin' from Five-O, my clique Cut Throat cut dope with the all black blade Sniff coke, fuck hoes while I'm layin' in the shade I live up in hell and I sleep in a grave And if you can't tell, bitch, I'm fucking insane Pop, pop, pop, pop! Make the bodies go drop Bustin' these suckas and swervin' on cops Almighty *59, ain't got time for no opps Six-six-six, I'm so damn hot",02:00,sadness,"hip hop,trap,cloud rap",YUNGDEATHLILLIFE,8th May 2015,A# min,116,-6.07db,4/4,Yes,46,63,79,37,10,17,1,0,0,0,0,0,0,0,0,0,1,"Beast Coast,Joey Bada$$,Flatbush Zombies,Issa Gold,Erick the Architect,Powers Pleasant",S.C.O.S.A.,0.978620508834472,Xavier Wulf,Tortuga,0.9711195854741416,Tory Lanez,Things I Should of Said,0.970147452628409
$uicideboy$,HUNG UP ON THE COME UP,"[Chorus] Keep poppin' off at the mouth Get your fucking wig split Keep poppin' off at the mouth Keep poppin' off at the mouth Keep poppin' off at the mouth Get your fucking wig split Keep poppin' off at the mouth Wig split, wig split Keep poppin' off at the mouth Get your fucking wig split Keep poppin' off at the mouth Keep poppin' off—  [Verse 1: RUBY DA CHERRY] Ayy, dirty ass Air Max 95s when I step I regret nothin', bitch, could give a fuck about respect Could give a fuck 'bout what you think of me, I'm sick of fuckin' stress I'll rob myself in public just so I can get a blue check Keep a ho in check, make sure she keepin' track of all the checks Only way she fuckin' with me, now I wished that ho the best $uicide, I got my set Euthanized, I'm off the Tech Who am I? Well, take a guess I got the blade against your neck, pressed [Verse 2: LIL REMAINS] Eyes red as motherfuckin' blood Victim in the tub Roxy 30 getting crushed Drop two sticks up in my mud Raw dog dirty dick a bitch Slip up on them opiates, hold up I Milly Rock on any cop, when that Chevy hit the block Let the chains swang, platinum teeth Might retire any minute... Soulja rag Soldier tennis, whole world, bitches Fuck who hears it Ruby and $lick still bendin' corners 'til the coroner Fuck your press, fuck who's next Fuck your cypher and awards too You a mascot We really represent the ridiculed (You motherfuckin' bitch!)",01:29,sadness,"hip hop,trap,cloud rap",HUNG UP ON THE COME UP,23rd October 2018,C# Maj,140,-4db,4/4,Yes,47,83,90,79,40,14,12,0,1,0,0,1,0,0,0,0,0,Germ,Yung Minor Threat,0.9784503919226518,Comethazine,500 HOURS,0.9772333763500184,"Sha EK,Pj Glizzy",Get Back,0.9748835010925532
$uicideboy$,Sour Grapes,"[Verse 1: Oddy Nuff da $now Leopard] Lasting longer than a prison sentence Oddy Nuff stay reinventing Reinvented demon presence Now my presence deemed offensive Pull up in front the entrance screaming ""Someone grant my death wish!"" I don't get this fucking life Bitches make my head itch Haven't slept a wink all fucking night Trying to win by losing twice I can't pick one soothing vice 'cause I'm a heathen hooked for life Refuse advice, choose suicide Grey*59 is you and I We must stay unified We've always been the losing side  [Verse 2: $lick $loth] Lucifer coming straight out of hell Slow down $lickity $loth that butterfly turning back to a moth Woah now Stay depressed suicidal Homicidal and such So fuck off and don't ask me about no fucking drugs Who else wouldn't try to numb up? Fuck rap, fuck money Fuck all your companies Take the strap, reload Now death is my company No more people who judging me Old fake ass industry Now peace is my company $lick $loth is six feet deep",02:23,sadness,"hip hop,trap,cloud rap","Sing Me a Lullaby, My Sweet Temptation",29th July 2022,F min,110,-4.03db,4/4,Yes,62,82,88,33,11,11,3,0,0,0,0,0,0,0,0,0,0,$uicideboy$,Black $uicide,0.9999999999999998,$uicideboy$,WiFi Password Incorrect,0.9999999999999998,$uicideboy$,DONT TRUST ANYONE,0.9999999999999998
$uicideboy$,Forget It,"[Intro: Anthony Mars] Pull the trigger, Budd Dwyer, hahaha See you for a minute...  [Verse 1: Anthony Mars] I just wanna see you for a minute My mind's been lost for a minute For a minute, for a minute Can't tell you what's going on Don't know what I'm feeling Money comes and goes Save a few, spend a few Every time I go to sleep I dream of you Every time I close my eyes I just see you Inside of my heart I been falling through Rehab after rehab Come home just to relapse If it was a choice all these drugs would be through But it's just so much deeper Carry too much baggage on my people Even though I love you Fill the void Even though I love you Smile at my casket I'm at peace at my death and I know it's just another sad song May or may not sing along And I know it's just another sad song May or may not sing along I'm not living life this way I don't care about the fame I don't care about the pain I just wanna see you for a minute Baby, I'm sorry that I'm finished [Verse 2: Norman Atomic] Don't know why you left (H-E-R-O-I-N, H-E-R-O-I-N-E) But you always come back so I'll give you back whatever is left in my chest (N-O H-E-A-R-T, N-O H-E-A-R-T) Probably go broke giving into false hope (Choke) Choking from the vomit in my throat, I was too knocked out to notice Overdose into a comatose, it seems to be my fucking slogan I'm fucking broken I'm fucking broken again And I know never to forget My foes, my friends, are the same in the end I hope I regret leaving both when I am dead All of the money and fame Are only fleeting ways to counteract my shame All the drugs and bitches that I gain Are only fleeting ways to counteract my shame, I'm so lame (What?) Every day is the same (Is the same), I'm going insane (Going insane) And nothing ever changes, I hate it, I gotta get out my own way Find a better way, find a better way",03:18,sadness,"hip hop,trap,cloud rap",Long Term Effects of SUFFERING,13th August 2021,G# Maj,140,-5.8db,4/4,Yes,53,50,71,36,10,12,16,0,0,0,0,0,0,0,0,0,0,"Lil Peep,KirbLaGoop",Hell,0.981836097761714,YoungBoy Never Broke Again,No Where,0.979452898032473,Juice WRLD,Long Gone,0.9780093592035422
$uicideboy$,Ashtray,"[Hook: Koopsta Knicca] Clickin' with that 9 in hand, let's make this to another stance Scarecrow with that satanic bible, tell me where's the killa, man Clickin' with that 9 in hand, let's make this to another stance Scarecrow with that satanic bible, tell me where's the killa, man Clickin' with that 9 in hand, let's make this to another stance Scarecrow with that satanic bible, tell me where's the killa, man  [Verse 1: RVMIRXZ] 9 millimeter with the infrared beam $uicide, homicide we the motherfuckin' scheme Loced out, smoked out, ridin' with the pistol gripped 187 on a rat punk, bitch I'm incognito riding through the fucking night The tales from the depths, and I'm bringing the fright (I don't love hoes, mane, I'm aimin' at your skull) Machete in my hand, take his breath when I smite You might get left, so you better get right Mu, mu, murder runnin' through my motherfucking mind Glock cocked back, and I'm taking his spine Talking 'bout the grey, then I make his life mine Indulge in the drugs, use the blood as the wine Bop! Use a calico I won’t stop bucking 'till I see the fuckin' barrel fucking smoke Don't give a fuck 'bout a bitch or a hoe 'Cause the devil told me, ""never love no hoe!"" [Hook: Koopsta Knicca] Clickin' with that 9 in hand, let's make this to another stance Scarecrow with that satanic bible, tell me where's the killa, man  [Verse 2: $LICK $LOTH] Crank up the chainsaw, and make all the brains fall You might wanna duck off when I'm in the premises Chewin' they faces for older mistakes they had made on bad days when I don't wanna deal with shit Miserable signals that I am literal We talking 'bout that $uicide, ayy, ayy (I don't love hoes, mane, I'm aimin' at your skull) Motherfucker, we some criminals, cynical Makin' the triggers pull Indica making me feel so hazy Going crazy in the shadows of the gallows, ayy Six double six, got a brand new blade for my wrist, cut it Watching my blood as it drips, love it $uicide 'till I die, fuck it  [Hook: Koopsta Knicca] Clickin' with that 9 in hand, let's make this to another stance Scarecrow with that satanic bible, tell me where's the killa, man  [Verse 3: YUNG PLAGUE] Who be that motherfucker risin' outta that grave? Who be that boy, paint all grey, with a lullaby boy died easily? Who be the shadow creepin' in that dark you ain't see? Bitch, it’s Yung Plague! Spreadin' my flame, bitch, I'm melting your faith (I don't love hoes, mane, I'm aimin' at your skull) Look in my eyes, you will see all the pain See all the pain that I've felt, all the pain that I caused All the pain that I fuckin' escaped Bitch, I break the bones of those who get in my way Dig him a hole, yeah, his whole body lay in the hole as I watch him decay 5-9 gets cocked everyday Everyday, I wake up and the sky is so grey Yung Plague, he's insane Raise hell, hell-raised until my dying day",02:06,anger,"hip hop,trap,cloud rap",Antarctica,26th January 2016,D Maj,106,-6.87db,5/4,Yes,77,63,72,32,8,9,55,0,0,0,0,0,0,0,0,1,0,$uicideboy$,Sarcophagus III,1.0000000000000004,$uicideboy$,$low Motion Potion,1.0000000000000004,$uicideboy$,Royal,1.0000000000000004
$uicideboy$,DONT TRUST ANYONE,"[Chorus: Ruby Da Cherry] Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! (Ayy!)  [Verse 1: Ruby da Cherry] Crucify me wearing FTP Cadillac swervin' like it's necessary Roll the window down, peekin' out Carbon monoxide is leakin' out Paranoia turns me into Spooky da Scary UFO sightings, I might be responsible Veins look like lightning, better call up the constable Ruby unstoppable, shit is impossible Locked and loaded, left a mess on the wall like the Glock exploded Don't knock the slogan, ""$UICIDE FOR LIFE"" Bitch, the clock is broken Don't try and approach me Trying to hit my roach and hopin' we can go to the liquor store if it's open Whatchu think that we gon' become fucking friends? It's hopeless, better think again Solo 'til the end I'm hoping Causing shit to bend until it's fucking broken Ruby da Cherry fucking focused [Chorus: Ruby Da Cherry] Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! (Ayy!)  [Verse 2: Lil Remains] Crucify me reincarnated I am the lion riding solo 'til I'm in the dirt Switch! Now I am Beelzebub All of the skies will fall when I rise from the earth Switch! Keep me an AK and keep me a TEC Grey 'til the grave, tank on my neck Truth or dare? Pick a dare, you gon' meet death .9 millimeter, six in the chamber One for your neck, one for your head Switch! Now I got your bitch on my Nextel askin' for the dick in the hotel Fuck that, need my fix and about 20 mil' Dead man, skin dry, ridin' in a hearse Death bed, flatline, put me in a church Watch the motherfucker burn, ayy, ayy, ayy, ayy Watch the motherfucker burn! [Chorus: Ruby Da Cherry] Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! Don't trust anyone! (Ayy!)",02:23,sadness,"hip hop,trap,cloud rap","Sing Me a Lullaby, My Sweet Temptation",29th July 2022,F min,110,-4.03db,4/4,Yes,62,82,88,33,11,11,3,0,0,0,0,0,0,0,0,0,0,$uicideboy$,Black $uicide,0.9999999999999998,$uicideboy$,WiFi Password Incorrect,0.9999999999999998,$uicideboy$,Sour Grapes,0.9999999999999998
